duration_min,civilization_id,villagers_dark_age,villagers_feudal_age,villagers_castle_age,villagers_imperial_age,mil_trained_dark_age,mil_trained_feudal_age,mil_trained_castle_age,mil_trained_imperial_age,apm_dark_age,apm_feudal_age,apm_castle_age,apm_imperial_age,gather_point_count,wall_count,move_count,order_count,stance_count,first_wall_min,market_min,first_barracks_min,first_stable_min,first_archery_min,blacksmith_min,feudal_min,castle_min,imperial_min,double_bit_axe_min,horse_collar_min,gold_mining_min,wheelbarrow_min,loom_min,forging_min,fletching_min,bodkin_arrow_min,result,elo,barracks_count,stable_count,archery_count,blacksmith_count
44.93,25,19,23,70,40,0,20,61,105,750,697,1308,564,173,12,1286,361,882,9.7,15.26,7.23,8.58,13.03,17.31,6.39,16.84,33.04,37.96,18.29,18.75,28.66,4.86,38.57,18.32,19.62,1,2017,1,6,4,1
44.93,19,16,19,102,30,0,14,51,153,367,417,822,369,168,8,812,336,58,6.67,21.48,7.29,,8.49,9.98,6.12,16.04,33.8,16.96,22.58,,32.23,6.17,35.34,11.68,18.75,1,1842,8,0,1,1
44.93,51,16,19,93,30,0,11,46,34,670,625,1074,344,251,8,1433,573,5,7.42,16.98,8.22,9.64,9.82,12.67,6.71,17.71,35.43,14.26,10.1,18.27,15.81,5.4,,13.53,29.06,0,1851,1,9,4,1
28.26,34,22,22,18,0,0,5,10,0,383,406,197,0,123,11,390,210,87,11.13,18.46,8.13,9.2,,22.07,6.78,19.16,,,9.78,,,5.82,,,,0,1883,1,2,0,1
28.26,12,16,22,9,0,0,21,33,0,439,1190,458,0,92,5,1156,312,367,16.3,17.89,6.08,8.46,11.99,13.96,6.24,20.16,,,8.58,21.46,18.46,5.08,22.11,15.58,,1,1695,1,3,1,1
73.82,50,22,23,128,109,0,17,125,857,404,461,1006,1567,228,14,1333,573,113,9.89,15.94,7.54,,9.29,11.32,7.08,17.73,38.8,18.36,26.56,19.36,32.45,6.61,20.01,13.25,36.48,0,1852,30,0,14,1
73.82,3,20,27,71,132,3,6,35,750,398,515,779,1976,278,10,1982,580,2,7.09,16.73,5.52,18.26,9.12,14.98,6.89,18.99,34.05,42.54,11.68,19.88,17.47,0.1,21.98,15.83,37.34,1,1982,3,10,11,1
29.36,6,19,17,40,0,0,19,49,0,544,427,428,0,103,8,852,193,5,9.87,15.82,8.64,,9.61,11.08,7.04,16.95,,14.11,11.83,24.8,23.21,0.02,,12.31,19.63,1,2201,1,0,2,1
29.36,5,21,20,31,0,2,27,15,0,519,445,390,0,117,4,701,242,60,9.91,15.15,5.12,20.94,9.5,11.05,7.1,19.02,,19.54,9.56,20.27,,5.5,,11.89,21.85,0,1844,1,1,3,1
47.58,22,21,19,102,34,0,18,56,136,441,404,870,624,127,8,1007,455,55,8.73,25.89,7.8,8.92,16.19,14.71,6.73,16.41,32.83,17.35,17.64,,26.27,5.69,,16.97,27.97,1,1857,1,6,4,2
47.58,25,23,27,49,56,5,23,46,108,493,585,827,702,165,9,1617,306,21,10.34,30.67,5.46,,8.95,15.45,6.71,17.83,31.64,,18.45,18.14,30.09,5.7,,20.95,21.73,0,1802,8,0,3,1
48.7,36,21,19,108,13,0,18,71,90,517,778,1265,349,163,9,1601,550,12,7.07,28.15,8.0,8.95,15.02,15.52,6.65,18.25,38.39,38.72,9.39,31.15,35.71,6.13,24.89,18.46,38.73,0,1836,1,6,6,2
48.7,16,23,22,75,62,0,23,37,171,410,495,774,597,169,16,1048,367,45,9.16,16.13,7.42,,8.91,10.91,6.66,17.43,31.95,18.4,40.79,18.67,25.31,0.01,23.28,11.67,20.21,1,1858,6,0,1,1
57.31,6,21,22,95,119,4,14,67,181,579,748,1282,1365,99,25,2491,449,170,8.3,27.55,5.92,10.41,20.24,17.33,6.95,18.59,35.82,21.75,19.23,19.55,15.13,0.01,42.08,19.21,21.35,0,1804,8,7,3,1
57.31,8,20,30,94,68,0,11,54,214,426,627,733,1029,129,16,1443,421,75,9.58,16.36,7.27,8.35,19.31,17.09,5.94,18.86,32.83,38.65,8.66,20.5,27.15,5.55,40.51,19.35,21.36,1,1870,1,13,10,1
57.59,21,26,24,128,18,4,25,167,188,656,683,1428,377,143,20,1740,667,19,6.09,26.42,4.63,,10.71,18.65,8.09,19.28,45.14,40.22,33.4,19.99,40.24,7.36,21.98,40.21,41.3,1,1790,7,0,10,1
57.59,3,28,28,153,43,4,17,158,169,436,585,1249,512,184,11,1091,580,67,7.88,18.73,5.81,,10.95,13.9,6.79,19.77,44.62,45.4,24.72,,27.02,6.28,27.49,16.54,22.6,0,1818,11,0,4,1
44.72,28,23,24,60,15,0,16,53,9,920,1183,2284,361,319,13,3028,969,62,10.49,31.24,,8.49,10.32,17.77,6.04,17.61,37.94,20.14,18.02,40.67,21.87,5.54,19.48,18.58,20.31,0,1723,0,1,6,1
44.72,14,21,17,59,18,0,5,36,37,471,363,1000,193,145,13,1105,335,68,8.55,16.2,7.92,9.29,38.89,18.93,6.97,16.81,37.3,19.83,34.06,39.46,36.12,6.61,,38.93,40.43,1,1815,1,1,3,1
41.74,17,20,18,67,23,0,15,52,28,425,542,843,187,142,13,1158,331,2,4.76,33.73,7.59,17.3,8.92,13.87,6.58,19.28,34.44,21.65,14.2,19.88,25.44,6.17,,16.24,22.2,0,1752,3,1,3,1
41.74,20,20,17,116,19,0,16,54,91,396,418,932,235,110,8,863,317,78,9.06,16.24,7.59,9.34,11.83,14.32,6.85,16.96,34.17,18.11,18.56,18.61,31.29,6.61,27.89,17.4,20.78,1,1840,1,12,1,1
25.96,32,28,19,0,0,6,43,0,0,588,1253,0,0,138,10,1237,321,3,7.87,,4.61,,11.29,9.92,7.35,,,16.12,,,,6.37,,11.52,,0,1785,1,0,2,1
25.96,11,19,27,5,0,0,36,4,0,453,731,66,0,94,16,688,257,55,7.87,15.51,8.94,22.46,9.78,10.91,6.57,21.5,,16.08,10.15,,,5.6,,11.75,,1,1830,1,1,2,1
8.22,51,22,0,0,0,0,0,0,0,675,0,0,0,20,0,355,51,219,,,,,,,,,,,,,,4.58,,,,0,2938,0,0,0,0
8.22,12,33,0,0,0,6,0,0,0,560,0,0,0,59,0,412,40,0,,,6.03,,,,6.77,,,,,,,6.2,,,,1,2546,1,0,0,0
23.92,17,18,26,6,0,0,23,12,0,522,571,128,0,91,11,735,186,66,7.46,16.97,7.7,8.99,10.28,13.54,6.78,18.89,,19.63,19.64,,23.18,5.44,,14.64,21.62,1,1828,1,1,2,1
23.92,43,24,35,7,0,4,21,4,0,569,805,148,0,123,11,945,237,46,8.3,17.22,6.07,,10.03,13.23,7.1,18.9,,19.56,,,,6.45,,14.29,21.68,0,1925,1,0,2,1
25.55,26,23,47,0,0,0,28,0,0,439,789,0,0,107,11,611,292,60,9.61,19.63,7.61,9.36,13.07,15.66,7.13,24.23,,,,24.85,,5.74,,16.46,,0,1848,1,1,2,1
25.55,29,18,25,0,0,6,30,0,0,449,706,0,0,102,14,712,208,6,13.12,20.31,5.62,,9.63,10.53,7.13,22.92,,,,,,6.48,,13.48,24.76,1,1923,1,0,2,1
18.21,31,16,25,0,0,3,13,0,0,427,432,0,0,56,5,492,113,96,14.37,17.97,6.13,,9.71,12.14,6.75,,,14.92,13.95,,,5.16,,12.83,,0,1785,1,0,1,1
18.21,40,28,23,0,0,0,13,0,0,448,438,0,0,75,6,477,152,67,9.97,15.35,7.65,8.98,9.78,16.77,6.69,,,,9.06,,,5.79,,,,1,1807,1,2,1,1
60.08,42,26,21,124,130,0,13,59,447,399,555,834,1205,188,11,1234,500,89,5.91,16.39,7.55,8.9,16.44,14.61,6.68,17.16,33.96,,9.14,,16.52,6.09,16.9,20.54,,0,1859,3,14,1,2
60.08,53,24,18,125,74,0,15,99,684,715,632,1059,1519,378,29,1443,525,697,11.14,24.51,7.44,8.95,24.64,16.32,6.74,16.76,31.5,26.82,,18.57,26.03,6.12,18.47,25.31,25.86,1,1599,8,11,6,1
33.46,37,32,48,0,0,0,0,0,0,651,398,2,0,54,4,553,294,0,13.11,27.27,,,,30.24,12.81,30.52,,,20.05,29.03,15.01,7.02,,30.55,,0,1682,0,0,0,1
33.46,13,25,28,8,0,2,36,8,0,547,1031,150,0,105,2,980,375,44,8.72,12.83,7.74,,9.89,20.38,7.22,27.04,,29.07,30.17,,,7.15,,29.06,29.81,1,1796,1,0,2,1
15.42,25,24,19,0,0,0,9,0,0,446,294,0,0,79,14,391,139,47,7.45,,8.04,9.36,11.94,14.78,7.06,,,,10.38,,,6.7,,,,0,1830,1,1,1,1
15.42,13,22,16,0,0,3,11,0,0,748,716,0,0,65,1,1119,188,1,14.7,,4.68,,9.1,11.68,6.89,,,,,,,5.23,,14.61,,1,1854,1,0,1,2
31.43,29,29,25,16,0,4,28,15,0,702,825,358,0,215,15,1274,201,1,5.14,20.95,4.73,,11.22,12.32,9.51,21.98,,27.47,18.0,,,7.61,,15.07,23.76,0,1870,1,0,2,1
31.43,1,25,19,47,0,2,19,50,0,517,499,521,0,144,18,722,280,71,2.96,31.2,5.19,,10.26,13.0,7.52,18.61,,16.12,20.72,20.71,,7.62,,14.28,21.39,1,1853,1,0,2,1
26.63,44,28,17,17,0,4,17,11,0,846,643,353,0,48,9,1330,272,0,9.32,,4.32,,11.45,13.96,9.08,18.53,,,19.05,,,8.06,,14.82,21.25,0,1812,1,0,1,1
26.63,45,22,24,17,0,0,15,19,0,458,597,309,0,109,12,696,308,45,8.14,17.65,7.29,9.11,12.57,13.43,6.84,18.79,,19.34,22.52,,22.5,5.75,,14.21,21.56,1,1862,2,1,2,1
38.78,44,20,25,77,0,0,20,69,0,795,1095,1921,0,152,10,1569,369,1314,10.45,,7.88,9.1,16.18,20.36,6.38,17.52,,28.23,24.08,,33.43,6.85,,21.67,22.36,0,1774,1,2,2,1
38.78,8,26,24,76,22,0,8,46,46,502,608,760,238,127,12,1066,306,111,9.14,22.03,7.43,8.93,18.33,14.91,6.58,17.98,30.25,28.51,9.21,18.19,23.18,6.26,35.58,19.38,25.72,1,1822,1,8,3,1
9.29,22,20,1,0,0,0,1,0,0,310,16,0,0,19,2,232,39,2,7.34,,7.32,8.97,,,6.66,,,,,,,6.19,,,,0,1666,1,1,0,0
9.29,50,20,0,0,0,3,0,0,0,477,22,0,0,61,4,296,63,41,8.5,,5.62,,9.04,,6.65,,,,,,,8.11,,,,1,1828,1,0,1,0
31.06,44,19,19,32,0,5,11,47,0,446,526,463,0,115,10,748,307,46,7.2,16.54,7.18,,9.37,13.73,6.98,17.97,,18.6,19.73,17.87,,6.56,,14.45,20.93,0,1849,1,0,1,1
31.06,28,21,18,41,0,0,9,31,0,400,434,538,0,107,5,710,257,36,7.05,27.52,,8.92,12.41,16.04,6.67,17.2,,,9.06,,20.36,5.58,,18.25,20.25,1,1793,0,2,1,1
51.98,31,22,18,89,38,4,15,47,132,504,424,775,659,149,13,1417,262,49,6.8,15.68,4.88,18.95,11.31,17.31,8.81,18.65,32.92,19.84,11.39,20.83,23.93,7.09,40.61,19.61,21.36,1,1776,10,2,6,1
51.98,41,23,21,82,42,0,17,43,256,452,588,681,769,144,19,1198,374,80,7.46,17.25,7.93,9.04,12.9,16.12,6.7,18.85,32.42,17.34,14.56,19.16,30.02,6.84,40.38,16.82,21.59,0,1841,1,15,6,1
48.73,33,22,22,94,46,0,23,76,113,554,626,860,453,160,7,1182,429,91,6.14,16.18,8.33,9.36,12.84,13.63,7.17,19.61,36.2,17.18,14.72,31.13,25.31,6.67,32.97,16.7,22.33,1,1822,1,10,3,1
48.73,38,21,27,83,30,2,34,60,152,583,738,982,458,154,14,1578,391,48,7.22,24.26,5.11,28.96,9.14,14.66,6.84,20.92,37.19,23.08,11.9,22.85,36.05,5.95,38.59,16.06,23.77,0,1890,2,11,2,1
26.45,14,27,2,15,0,0,0,28,0,620,177,774,0,231,19,897,281,57,8.31,12.45,,,,11.32,8.66,13.07,,,,,,8.19,,,,0,1806,0,0,0,1
26.45,15,24,14,32,0,2,10,25,0,564,366,394,0,101,3,687,263,79,6.43,21.54,4.99,,10.48,11.85,8.28,16.35,,,10.55,,,6.59,,19.06,22.32,1,1815,1,0,2,2
37.95,51,24,21,69,19,0,9,35,57,472,359,666,291,131,13,841,247,108,10.07,14.69,7.66,8.89,16.97,18.0,6.43,16.73,29.2,34.92,9.34,17.2,25.49,6.1,31.84,18.52,22.94,1,1831,1,3,2,1
37.95,45,25,26,135,9,0,17,55,21,706,1037,1375,254,171,7,1222,325,1083,8.69,36.79,8.54,9.48,16.84,14.34,6.96,17.54,32.3,32.67,9.62,18.15,29.89,6.41,34.93,22.02,30.21,0,1807,2,1,4,1
10.66,5,25,3,0,0,5,0,0,0,465,51,0,0,87,1,266,72,39,9.72,,6.12,,9.87,,7.35,,,,,,,9.52,,,,1,1838,1,0,1,0
10.66,53,34,5,0,0,0,2,0,0,655,107,0,0,80,9,523,101,0,7.37,,8.44,,9.26,,6.8,,,,,,,5.56,,,,0,1881,1,0,1,0
9.39,24,17,0,0,0,0,0,0,0,597,17,0,0,44,0,455,51,32,,,8.35,9.22,,,6.61,,,,,,,4.98,,,,0,1896,1,1,0,0
9.39,39,25,1,0,0,5,0,0,0,783,31,0,0,63,2,547,39,119,8.64,,5.18,,,,6.75,,,,,,,5.99,,,,1,1901,1,0,0,0
53.92,5,17,20,113,18,3,12,147,28,387,495,1521,169,120,2,1298,433,130,16.54,45.21,6.38,15.94,9.41,16.02,6.64,18.19,46.88,38.96,34.0,19.33,48.21,5.93,52.02,21.28,21.91,1,1862,1,2,4,2
53.92,51,19,26,116,35,0,12,142,43,427,570,1291,243,140,9,1204,507,80,9.15,21.18,7.62,8.73,12.74,14.09,6.37,19.12,44.83,20.84,9.37,,22.87,5.81,45.42,16.24,24.14,0,1870,1,3,3,2
51.79,26,22,16,97,61,0,15,40,158,507,477,980,733,168,8,1174,532,79,9.45,17.71,7.23,17.11,8.87,11.81,6.64,16.46,34.63,17.91,41.9,17.24,30.32,5.72,36.87,12.7,19.57,0,1876,1,10,1,2
51.79,28,20,1,146,30,0,0,59,73,568,151,1176,460,166,13,1066,521,72,9.09,17.37,,27.93,,32.84,7.44,10.87,36.55,,18.44,32.33,34.01,8.22,46.18,37.96,39.52,1,1570,0,1,0,2
39.27,15,21,22,71,19,0,19,87,21,429,488,898,73,157,11,890,280,71,10.46,25.51,7.78,,9.5,13.7,6.68,18.98,34.08,21.14,10.12,,25.14,6.21,37.2,14.48,21.67,1,1832,4,0,2,1
39.27,6,22,27,62,0,0,43,99,0,767,872,1249,0,119,2,1859,502,0,18.41,32.16,7.74,,9.68,12.97,7.46,19.95,,20.69,20.25,25.81,27.39,0.09,,13.88,22.66,0,1704,1,0,3,1
46.97,42,18,21,125,18,0,14,90,24,401,467,1113,233,176,12,1031,396,36,8.96,24.18,7.83,9.29,12.07,18.86,6.92,17.7,39.55,,10.75,18.93,32.01,5.86,40.03,19.65,20.42,0,1864,1,6,2,1
46.97,6,15,26,73,19,0,17,57,56,367,755,1105,518,128,7,1871,281,36,8.34,17.9,7.59,8.79,15.21,14.38,6.56,19.01,35.65,44.62,9.55,20.34,23.35,0.15,19.5,16.02,42.93,1,1887,5,1,1,2
40.41,17,20,24,158,0,0,6,115,9,427,337,1180,17,138,25,823,288,45,9.39,15.92,7.94,8.9,17.45,15.15,6.66,16.92,36.77,,9.06,18.43,21.5,6.09,30.45,17.47,19.62,0,1846,1,8,2,2
40.41,23,16,19,141,14,0,6,71,18,334,622,1209,230,134,10,1007,322,442,8.16,23.8,7.86,9.01,,15.11,6.44,16.82,34.31,,10.47,18.35,15.45,5.44,27.62,21.63,32.78,1,1896,1,5,0,1
27.81,49,22,20,18,0,4,16,30,0,416,446,467,0,115,6,675,246,54,8.56,26.26,5.52,,9.71,12.08,6.99,17.42,,18.52,23.16,13.48,25.02,6.64,,13.7,20.12,1,1856,1,0,2,1
27.81,29,25,21,21,0,3,20,18,0,574,587,408,0,68,6,1067,171,57,6.54,,4.65,,10.5,15.5,8.76,18.99,,16.12,12.84,,23.39,8.46,,16.48,20.75,0,2042,1,0,2,1
44.55,9,27,21,111,28,0,13,51,40,471,430,875,321,185,21,786,426,92,8.64,15.85,8.22,9.32,14.23,18.43,7.1,17.57,34.42,19.61,10.22,19.63,26.97,6.09,42.32,19.22,20.33,1,1852,1,6,3,1
44.55,4,21,20,65,20,4,14,55,12,594,531,1277,234,92,9,1509,354,190,10.66,17.83,5.11,19.16,9.62,15.05,7.27,18.83,38.27,43.13,20.12,20.1,32.24,0.04,23.98,16.15,21.57,0,1772,1,8,4,1
42.34,33,21,37,79,15,0,26,66,50,579,1057,1393,286,219,12,2177,326,32,10.02,17.95,7.89,9.01,12.28,19.69,6.73,19.51,35.0,25.16,9.3,36.04,25.48,5.67,,20.61,23.6,1,1973,1,5,4,1
42.34,26,24,21,117,15,0,27,97,20,445,595,1016,79,165,12,1031,316,62,9.98,28.33,7.2,8.92,10.96,13.97,6.71,19.0,37.51,19.44,9.88,20.28,30.9,6.01,31.76,14.8,21.75,0,1849,1,2,4,1
69.59,4,21,20,154,131,0,11,94,451,433,544,1093,1300,220,11,1352,530,84,8.5,16.58,8.27,53.27,10.28,26.64,7.18,19.36,40.91,,20.5,,20.95,7.22,42.77,51.96,52.61,1,1837,7,10,5,2
69.59,12,18,17,55,36,3,5,147,81,476,587,1849,1049,133,3,2412,387,426,12.62,17.27,6.2,17.16,9.34,11.01,7.03,18.5,50.27,,36.24,19.01,46.25,6.31,26.68,12.32,,0,1822,1,5,1,2
40.23,10,24,25,90,0,0,17,59,0,677,770,1309,0,113,31,1569,573,155,9.64,,9.15,21.27,10.3,19.23,7.53,19.68,,,13.37,32.46,34.61,4.95,35.03,20.09,,0,1759,1,2,1,1
40.23,45,17,17,88,17,2,10,46,45,483,582,916,144,149,6,1164,318,54,11.71,25.24,6.13,20.44,9.56,12.38,7.19,18.33,33.78,,19.16,22.27,16.93,6.64,34.8,14.0,21.01,1,1891,6,1,2,1
47.81,37,21,25,103,23,0,13,48,52,379,497,880,322,159,13,819,504,47,4.3,10.87,,9.51,36.27,20.87,6.98,19.46,38.63,36.49,9.73,,35.5,6.56,29.06,36.49,42.21,1,1880,0,2,3,1
47.81,44,24,6,155,34,0,0,35,22,356,120,921,230,108,18,711,337,3,3.82,9.91,41.94,,,10.2,7.66,11.21,39.33,41.21,,37.46,33.44,8.56,,41.2,43.18,0,1758,5,0,0,1
42.1,43,20,24,71,0,3,33,55,0,727,1090,1031,0,342,4,1799,328,0,13.5,20.66,5.49,12.51,8.96,13.47,6.67,21.69,39.26,40.1,34.43,22.11,16.68,6.14,15.6,40.09,,0,1784,2,2,5,1
42.1,52,24,30,90,18,0,20,67,50,389,646,800,184,158,18,882,422,34,9.29,16.56,8.06,12.42,9.4,12.21,7.03,19.6,34.91,28.65,30.49,30.51,18.01,6.45,,13.16,30.09,1,1887,1,1,3,1
31.22,33,18,26,37,0,0,38,30,0,442,666,563,0,145,7,962,266,38,6.25,28.85,7.33,,8.89,14.78,6.55,19.1,,21.6,,,,5.68,,15.6,21.83,0,1857,1,0,3,1
31.22,26,19,19,59,0,2,18,36,0,613,745,808,0,137,9,1352,269,110,8.59,,4.96,,9.14,10.71,6.81,17.71,,18.23,19.24,18.34,17.13,6.02,,12.2,20.61,1,2097,1,0,2,1
31.74,4,21,40,41,0,0,34,8,0,592,754,443,0,120,4,937,383,76,5.96,24.04,7.78,14.33,9.68,11.44,6.66,20.78,,21.63,,,9.14,5.81,,12.74,,0,1869,1,1,2,1
31.74,43,19,30,14,0,5,34,26,0,797,1039,327,0,102,21,1359,448,32,4.69,21.86,4.58,,10.92,15.69,8.24,23.2,,,11.05,24.69,,7.86,23.82,16.78,,1,1957,3,0,1,1
55.73,30,22,16,90,132,2,13,45,313,443,436,794,1260,176,11,1390,397,40,7.6,30.23,8.44,17.44,9.9,15.86,7.19,16.95,31.43,17.53,21.9,24.88,20.82,6.36,33.2,19.01,19.71,0,1898,1,13,1,1
55.73,16,52,17,94,63,0,15,38,275,493,299,908,1340,156,9,1727,383,7,10.05,14.66,8.35,,9.75,10.44,7.07,16.14,31.11,16.79,17.85,17.42,29.35,0.03,48.44,11.25,19.14,1,1754,12,0,8,1
46.96,31,22,23,64,45,0,24,68,80,448,605,805,551,152,8,1254,378,32,9.44,19.03,7.75,46.24,8.92,12.05,6.61,19.79,32.64,21.9,11.35,21.91,18.5,5.62,42.73,12.68,22.5,1,1876,3,2,4,1
46.96,22,20,24,70,43,0,18,47,75,473,662,1200,376,112,8,1807,204,1,9.65,45.42,7.83,9.01,11.83,16.43,6.48,18.83,36.63,19.43,11.11,23.44,25.36,8.8,,17.01,22.36,0,1851,1,12,6,3
24.9,51,20,26,10,0,0,23,14,0,468,521,220,0,115,8,638,228,53,10.51,,7.76,8.95,10.99,15.42,6.73,18.86,,20.55,9.07,,,6.25,,16.15,21.81,1,1851,1,1,2,2
24.9,17,17,19,5,0,4,15,1,0,555,694,165,0,66,0,1037,139,55,,,5.51,16.41,9.97,13.65,7.08,19.52,,14.98,15.37,20.65,14.3,6.53,,14.45,23.26,0,1873,1,1,1,1
50.78,28,17,23,102,118,0,24,44,202,456,754,821,620,180,5,1135,482,50,31.64,18.71,35.68,8.87,12.65,19.89,6.66,19.48,35.24,20.65,8.92,37.81,35.55,5.59,36.28,20.85,22.41,0,1894,8,5,3,1
50.78,51,18,21,64,37,0,21,49,167,836,870,1015,898,280,11,2035,659,0,8.32,40.61,8.06,19.31,9.45,16.02,7.2,18.96,33.06,41.92,9.55,19.44,21.63,6.79,20.66,17.03,41.14,1,1990,3,8,6,2
42.9,43,19,30,107,0,4,15,39,1,425,628,874,10,131,14,929,391,48,11.8,21.16,5.13,23.8,10.28,16.14,6.99,21.77,39.57,,38.02,18.19,38.09,6.24,,16.68,24.61,1,1874,2,2,1,1
42.9,37,23,38,87,0,4,43,57,0,514,877,706,0,109,2,1100,376,50,19.58,23.72,5.58,26.26,,17.46,7.02,25.06,,,34.73,25.64,37.7,6.21,29.7,,,0,1952,1,7,0,1
29.99,6,17,19,65,0,0,19,28,0,392,518,588,0,133,7,839,220,35,7.72,25.22,6.96,8.88,11.75,17.63,6.66,17.19,,18.42,9.09,18.86,,0.02,,18.41,19.95,1,1868,1,1,2,1
29.99,33,20,18,30,0,0,20,25,0,461,656,670,0,121,8,1117,212,143,6.26,16.36,7.26,8.9,13.41,18.08,6.54,17.44,,20.86,,16.69,,5.58,,18.78,20.41,0,2094,1,1,2,1
54.16,10,20,20,78,83,0,17,64,155,473,498,847,907,164,17,1323,515,64,5.09,17.75,7.64,33.65,8.99,13.77,6.61,18.65,34.36,31.78,10.12,,20.97,6.12,52.83,14.88,21.37,0,1882,1,7,4,1
54.16,32,17,17,107,42,3,2,66,233,784,485,1046,1144,199,17,1920,550,81,11.38,33.52,6.03,15.49,13.64,14.32,7.11,16.89,34.73,21.41,9.55,18.08,30.88,5.95,42.27,16.11,19.92,1,1944,1,13,4,1
45.45,22,19,22,109,23,0,15,46,126,501,391,912,473,160,9,1131,293,83,9.47,25.48,7.89,8.93,18.33,17.15,6.6,17.58,33.64,41.16,25.73,,31.07,6.06,,17.86,20.39,0,1893,5,8,2,1
45.45,53,16,21,63,37,0,7,25,97,340,490,551,718,149,6,1008,323,141,7.06,28.81,7.76,9.17,20.12,14.04,6.79,17.65,29.9,20.36,,27.67,26.1,5.69,14.87,20.35,20.99,1,1895,1,5,8,2
